id_lagosta,ano,mes,mes_nome,data_amostragem,sitio,sexo,comprimento_cefalotorax_mm,armadilha,substrato,temperatura_c,salinidade,oxigenio_dissolvido_mg_l,oxigenio_saturacao_pct,ph,profundidade_m,coordenadas,maturidade_reprodutiva
LN0357,2024,10,outubro,2024-10-23,SWB,F,32.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0358,2024,10,outubro,2024-10-23,SWB,F,34.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0359,2024,10,outubro,2024-10-23,SWB,F,40.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0360,2024,10,outubro,2024-10-23,SWB,M,39.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0361,2024,10,outubro,2024-10-23,SWB,M,39.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0362,2024,10,outubro,2024-10-23,SWB,F,36.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0363,2024,10,outubro,2024-10-23,SWB,F,33.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0364,2024,10,outubro,2024-10-23,SWB,M,54.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0365,2024,10,outubro,2024-10-23,SWB,M,38.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0366,2024,10,outubro,2024-10-23,SWB,M,42.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0367,2024,10,outubro,2024-10-23,SWB,M,42.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0368,2024,10,outubro,2024-10-23,SWB,F,38.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0369,2024,10,outubro,2024-10-23,SWB,F,39.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0370,2024,10,outubro,2024-10-23,SWB,F,35.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0371,2024,10,outubro,2024-10-23,SWB,F,33.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0372,2024,10,outubro,2024-10-23,SWB,F,29.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0373,2024,10,outubro,2024-10-23,SWB,F,39.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0374,2024,10,outubro,2024-10-23,SWB,F,47.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0375,2024,10,outubro,2024-10-23,SWB,M,36.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0376,2024,10,outubro,2024-10-23,SWB,M,44.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0377,2024,10,outubro,2024-10-23,SWB,F,34.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0378,2024,10,outubro,2024-10-23,SWB,M,36.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0379,2024,10,outubro,2024-10-23,SWB,M,52.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0380,2024,10,outubro,2024-10-23,SWB,M,44.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0381,2024,10,outubro,2024-10-23,SWB,F,48.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0382,2024,10,outubro,2024-10-23,SWB,M,44.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0383,2024,10,outubro,2024-10-23,SWB,M,43.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0384,2024,10,outubro,2024-10-23,SWB,F,46.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0385,2024,10,outubro,2024-10-23,SWB,M,40.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0386,2024,10,outubro,2024-10-23,SWB,F,44.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0387,2024,10,outubro,2024-10-23,SWB,F,37.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0388,2024,10,outubro,2024-10-23,SWB,F,47.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0389,2024,10,outubro,2024-10-23,SWB,M,30.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0390,2024,10,outubro,2024-10-23,SWB,M,39.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0391,2024,10,outubro,2024-10-23,SWB,M,42.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0392,2024,10,outubro,2024-10-23,SWB,F,38.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0393,2024,10,outubro,2024-10-23,SWB,M,41.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0394,2024,10,outubro,2024-10-23,SWB,F,40.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0395,2024,10,outubro,2024-10-23,SWB,M,35.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0396,2024,10,outubro,2024-10-23,SWB,F,39.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0397,2024,10,outubro,2024-10-23,SWB,F,41.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0398,2024,10,outubro,2024-10-23,SWB,F,35.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0399,2024,10,outubro,2024-10-23,SWB,M,40.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0400,2024,10,outubro,2024-10-23,SWB,M,38.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0401,2024,10,outubro,2024-10-23,SWB,M,41.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0402,2024,10,outubro,2024-10-23,SWB,M,31.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0403,2024,10,outubro,2024-10-23,SWB,M,32.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0404,2024,10,outubro,2024-10-23,SWB,M,39.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0405,2024,10,outubro,2024-10-23,SWB,M,46.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0406,2024,10,outubro,2024-10-23,SWB,M,49.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0407,2024,10,outubro,2024-10-23,SWB,M,49.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0408,2024,10,outubro,2024-10-23,SWB,M,39.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0409,2024,10,outubro,2024-10-23,SWB,F,37.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0410,2024,10,outubro,2024-10-23,SWB,M,39.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0411,2024,10,outubro,2024-10-23,SWB,F,37.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0412,2024,10,outubro,2024-10-23,SWB,M,44.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0413,2024,10,outubro,2024-10-23,SWB,M,48.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0414,2024,10,outubro,2024-10-23,SWB,M,49.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0415,2024,10,outubro,2024-10-23,SWB,F,46.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0416,2024,10,outubro,2024-10-23,SWB,M,48.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0417,2024,10,outubro,2024-10-23,SWB,M,46.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0418,2024,10,outubro,2024-10-23,SWB,F,49.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0419,2024,10,outubro,2024-10-23,SWB,M,47.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0420,2024,10,outubro,2024-10-23,SWB,M,38.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0421,2024,10,outubro,2024-10-23,SWB,F,43.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0422,2024,10,outubro,2024-10-23,SWB,M,46.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0423,2024,10,outubro,2024-10-23,SWB,M,47.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0424,2024,10,outubro,2024-10-23,SWB,M,50.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0425,2024,10,outubro,2024-10-23,SWB,M,46.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0426,2024,10,outubro,2024-10-23,SWB,M,48.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0427,2024,10,outubro,2024-10-23,SWB,M,41.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0428,2024,10,outubro,2024-10-23,SWB,M,36.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0429,2024,10,outubro,2024-10-23,SWB,M,43.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0430,2024,10,outubro,2024-10-23,SWB,F,47.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0431,2024,10,outubro,2024-10-23,SWB,F,44.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0432,2024,10,outubro,2024-10-23,SWB,F,48.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0433,2024,10,outubro,2024-10-23,SWB,F,48.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0434,2024,10,outubro,2024-10-23,SWB,F,49.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0435,2024,10,outubro,2024-10-23,SWB,F,47.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0436,2024,10,outubro,2024-10-23,SWB,M,44.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0437,2024,10,outubro,2024-10-23,SWB,F,45.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0438,2024,10,outubro,2024-10-23,SWB,M,48.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0439,2024,10,outubro,2024-10-23,SWB,M,49.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0440,2024,10,outubro,2024-10-23,SWB,M,45.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0441,2024,10,outubro,2024-10-23,SWB,M,41.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0442,2024,10,outubro,2024-10-23,SWB,M,48.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0443,2024,10,outubro,2024-10-23,SWB,M,47.0,4,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0444,2024,10,outubro,2024-10-23,SWB,M,49.0,4,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0445,2024,10,outubro,2024-10-23,SWB,F,42.0,4,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0446,2024,10,outubro,2024-10-23,SWB,M,39.0,4,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0447,2024,10,outubro,2024-10-23,SWB,M,40.0,4,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0448,2024,10,outubro,2024-10-23,SWB,M,44.0,4,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0449,2024,10,outubro,2024-10-23,SWB,F,44.0,4,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0450,2024,10,outubro,2024-10-23,SWB,M,42.0,4,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0451,2024,10,outubro,2024-10-23,SWB,M,47.0,4,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0452,2024,10,outubro,2024-10-23,SWB,M,41.0,4,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0453,2024,12,dezembro,2024-12-06,DIAZ,M,80.0,5,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",5
LN0454,2024,12,dezembro,2024-12-06,DIAZ,M,23.0,5,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",5
LN0455,2024,12,dezembro,2024-12-06,DIAZ,M,100.5,5,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",5
LN0456,2024,12,dezembro,2024-12-06,DIAZ,M,72.5,5,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",5
LN0457,2024,12,dezembro,2024-12-06,DIAZ,M,50.0,5,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",5
LN0458,2024,12,dezembro,2024-12-06,DIAZ,M,53.7,2,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",2
LN0459,2024,12,dezembro,2024-12-06,DIAZ,M,48.4,2,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",2
LN0460,2024,12,dezembro,2024-12-06,DIAZ,M,53.5,2,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",2
LN0461,2024,12,dezembro,2024-12-06,DIAZ,M,47.6,2,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",2
LN0462,2024,12,dezembro,2024-12-06,DIAZ,M,47.9,2,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",2
LN0463,2024,12,dezembro,2024-12-06,DIAZ,M,48.6,2,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",2
LN0464,2024,12,dezembro,2024-12-06,DIAZ,M,51.9,2,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",2
LN0465,2024,12,dezembro,2024-12-06,DIAZ,M,48.4,2,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",2
LN0466,2024,12,dezembro,2024-12-06,DIAZ,M,44.0,2,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",2
LN0467,2024,12,dezembro,2024-12-06,DIAZ,M,47.8,2,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",2
LN0468,2024,12,dezembro,2024-12-06,DIAZ,M,48.2,3,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",3
LN0469,2024,12,dezembro,2024-12-06,DIAZ,M,50.0,3,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",3
LN0470,2024,12,dezembro,2024-12-06,DIAZ,M,50.0,3,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",3
LN0471,2024,12,dezembro,2024-12-06,DIAZ,M,48.6,3,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",3
LN0472,2024,12,dezembro,2024-12-06,DIAZ,F,52.4,3,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",3
LN0473,2024,12,dezembro,2024-12-06,DIAZ,F,55.5,3,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",3
LN0474,2024,12,dezembro,2024-12-06,DIAZ,F,57.8,3,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",3
LN0475,2024,12,dezembro,2024-12-06,DIAZ,F,47.7,3,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",3
LN0476,2024,12,dezembro,2024-12-06,DIAZ,F,47.0,3,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",3
LN0477,2024,12,dezembro,2024-12-06,DIAZ,F,54.5,3,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",3
LN0478,2024,12,dezembro,2024-12-06,DIAZ,F,50.4,3,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",3
LN0479,2024,12,dezembro,2024-12-06,DIAZ,F,47.4,3,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",3
LN0480,2024,12,dezembro,2024-12-06,DIAZ,F,54.5,3,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",3
LN0481,2024,12,dezembro,2024-12-06,DIAZ,F,42.7,3,Rocky/In Kelp,12.85,33.04,6.73,69.9,7.88,6.8,"S 26°3816.0°E015°06'02.8""",3
LN0482,2024,12,dezembro,2024-12-06,SWB,F,49.4,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0483,2024,12,dezembro,2024-12-06,SWB,M,37.5,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0484,2024,12,dezembro,2024-12-06,SWB,F,46.0,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0485,2024,12,dezembro,2024-12-06,SWB,F,47.0,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0486,2024,12,dezembro,2024-12-06,SWB,M,46.0,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0487,2024,12,dezembro,2024-12-06,SWB,M,47.6,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0488,2024,12,dezembro,2024-12-06,SWB,M,50.0,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0489,2024,12,dezembro,2024-12-06,SWB,F,47.0,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0490,2024,12,dezembro,2024-12-06,SWB,M,44.7,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0491,2024,12,dezembro,2024-12-06,SWB,F,50.5,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0492,2024,12,dezembro,2024-12-06,SWB,F,42.4,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0493,2024,12,dezembro,2024-12-06,SWB,F,44.0,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0494,2024,12,dezembro,2024-12-06,SWB,F,51.0,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0495,2024,12,dezembro,2024-12-06,SWB,M,39.6,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0496,2024,12,dezembro,2024-12-06,SWB,M,52.0,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0497,2024,12,dezembro,2024-12-06,SWB,F,45.5,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0498,2024,12,dezembro,2024-12-06,SWB,M,39.0,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0499,2024,12,dezembro,2024-12-06,SWB,M,42.5,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0500,2024,12,dezembro,2024-12-06,SWB,F,45.7,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0501,2024,12,dezembro,2024-12-06,SWB,F,34.0,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0502,2024,12,dezembro,2024-12-06,SWB,F,44.4,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0503,2024,12,dezembro,2024-12-06,SWB,F,44.5,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0504,2024,12,dezembro,2024-12-06,SWB,M,40.6,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0505,2024,12,dezembro,2024-12-06,SWB,F,45.6,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0506,2024,12,dezembro,2024-12-06,SWB,F,42.0,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0507,2024,12,dezembro,2024-12-06,SWB,F,45.2,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0508,2024,12,dezembro,2024-12-06,SWB,M,46.0,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0509,2024,12,dezembro,2024-12-06,SWB,M,38.0,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0510,2024,12,dezembro,2024-12-06,SWB,F,32.4,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0511,2024,12,dezembro,2024-12-06,SWB,F,38.0,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0512,2024,12,dezembro,2024-12-06,SWB,F,46.1,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0513,2024,12,dezembro,2024-12-06,SWB,F,46.6,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0514,2024,12,dezembro,2024-12-06,SWB,M,46.7,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0515,2024,12,dezembro,2024-12-06,SWB,M,44.0,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0516,2024,12,dezembro,2024-12-06,SWB,M,47.6,4,Sandy,11.69,32.92,3.22,33.4,7.93,8.9,"S26°38'06.4"" E015°06'01.8""",4
LN0517,2024,12,dezembro,2024-12-06,SWB,F,39.4,6,BB in Kelp,11.69,32.92,3.22,33.4,7.93,10.6,"S26°38'06.4"" E015°06'01.8""",6
LN0518,2024,12,dezembro,2024-12-06,SWB,M,49.0,6,BB in Kelp,11.69,32.92,3.22,33.4,7.93,10.6,"S26°38'06.4"" E015°06'01.8""",6
